Episode,Reward,PolicyLoss,ValueLoss
97,1028.8513446278055,-9.432296752929688,1187.682861328125
98,1026.4970490615428,-12.628973007202148,1270.394287109375
99,924.7906173670902,-11.183530807495117,1593.951416015625
100,809.9598538970781,10.417915344238281,1044.42578125
101,1269.4248001431995,-27.80194091796875,2315.36962890625
102,1126.280412848152,-14.067365646362305,1714.822265625
103,910.5675114650651,5.762093544006348,1559.9979248046875
104,1126.4856907119956,-14.346595764160156,1256.1785888671875
105,848.8516026972053,12.028964042663574,1281.625
106,964.2953784101829,5.157365322113037,1834.520263671875
107,1113.4391154874402,-5.65236234664917,887.6882934570312
108,1004.5442997673525,3.003814697265625,1194.881591796875
109,1181.603033032488,-11.934490203857422,1048.5125732421875
110,1069.838352732498,-0.9818353652954102,657.7908325195312
111,1036.4016577284744,6.592054843902588,1072.9920654296875
112,1094.1035287443515,-1.2429766654968262,819.4666748046875
113,1105.2461524629855,-2.699540138244629,750.0150146484375
114,1119.0096088226164,-1.5551316738128662,709.4049072265625
115,1102.5434025452082,2.4665818214416504,708.7539672851562
116,1106.2104905065107,-2.826348304748535,2089.072265625
117,1210.7071196933048,-5.498880386352539,840.189208984375
118,1156.9179409687222,-0.4879179000854492,944.5155639648438
119,1221.061058097703,-4.837656497955322,1292.9791259765625
120,962.3026042797203,11.604029655456543,1026.8482666015625
121,784.9604041473333,19.788681030273438,1775.2763671875
122,1031.9300676852445,4.036736011505127,713.3428955078125
123,1046.7857350407114,-0.5706710815429688,1389.3836669921875
124,982.8205073822779,-1.851326823234558,916.292724609375
125,1102.6411770587379,-5.473033905029297,1189.688232421875
126,970.3780078035849,2.2968599796295166,761.7283935546875
127,837.354240707533,17.90819549560547,1428.5765380859375
128,1121.991585193026,-8.098920822143555,1770.083251953125
129,943.7902648666994,0.6638088226318359,919.439208984375
130,1152.6965759914183,-14.219514846801758,930.0260009765625
131,1283.655233343289,-21.445711135864258,1203.9088134765625
132,1028.0463809166858,2.886256694793701,1008.3314819335938
133,1034.4231189821212,-0.21744155883789062,1065.4351806640625
134,917.8356444331521,5.788178443908691,1704.511474609375
135,985.4619134980978,6.776532173156738,1123.71826171875
136,997.803159401582,5.613279819488525,1479.0880126953125
137,1111.6448442016315,-1.4265038967132568,992.4170532226562
138,1052.3013262743134,2.7881288528442383,887.9462280273438
139,767.6970915938402,19.300888061523438,1554.01025390625
140,962.5436665855427,-0.059503793716430664,517.8928833007812
141,1132.0385465312745,-12.809181213378906,1215.912109375
142,1078.3959540504372,-8.497812271118164,879.8123779296875
143,1097.1176385474373,-11.093318939208984,941.1212158203125
144,937.6144158015761,7.360292434692383,1366.07958984375
145,1130.7777616864978,-6.873483657836914,730.8323974609375
146,1016.9551226979258,3.3366646766662598,895.2453002929688
147,1059.4372940665578,-1.2854466438293457,766.4072875976562
148,937.8739356038994,6.155012130737305,778.652587890625
149,896.089774941059,12.668310165405273,1620.8262939453125
150,953.8565142823395,-3.646728515625,1174.3875732421875
151,1082.1718580298748,-6.102377414703369,1032.3848876953125
152,964.0175684579269,-0.34458160400390625,1038.83447265625
153,1193.7118464289474,-17.605680465698242,1059.75341796875
154,1156.2858453663746,-9.664670944213867,1195.7066650390625
155,1252.2161358088995,-14.020490646362305,900.369140625
156,855.1126414012754,18.23761749267578,1552.9327392578125
157,818.3529246319299,14.543569564819336,2027.220947265625
158,1183.5089926002142,-6.647556304931641,831.8797607421875
159,1069.446245329734,-0.031742095947265625,996.6621704101562
160,1002.8036518397153,5.872613906860352,809.984619140625
161,1061.3746535025577,2.906315326690674,917.2557373046875
162,898.4456857264839,4.147010803222656,2100.446044921875
163,1023.2065086768274,0.1279430389404297,811.6943969726562
164,942.1581800777799,6.29179048538208,1210.500732421875
165,1065.2447772613139,-5.552060604095459,796.564453125
166,1170.9965476565612,-10.969036102294922,1026.849365234375
167,889.3370623140538,16.024070739746094,3078.87841796875
168,1067.8553542422546,-3.240051746368408,846.9833984375
169,938.1338406833762,1.271728515625,962.2340698242188
170,923.9703111738205,2.5659379959106445,995.7354736328125
171,1073.60293826836,-6.631481647491455,692.8389282226562
172,901.8704294017712,0.7862482070922852,1462.72509765625
173,1117.3833777758878,-8.927167892456055,1049.380615234375
174,953.4330086497533,0.7789697647094727,1358.6630859375
175,941.7008330645249,8.701170921325684,900.6405029296875
176,811.7315145040104,17.099700927734375,1618.8955078125
177,1145.7466861445023,-11.447265625,841.6492919921875
178,1087.1748424354837,-4.5542144775390625,1050.4090576171875
179,1192.7049389139904,-15.748177528381348,1284.8359375
180,993.1163093852,6.500610828399658,726.32177734375
181,1074.8624198685454,-3.5476789474487305,1189.584228515625
182,1116.0446268825785,-3.2542943954467773,1083.5379638671875
183,784.0061929393441,12.307875633239746,1995.098876953125
184,765.9846026530631,18.831140518188477,1905.353515625
185,845.968533290254,12.333353996276855,905.5406494140625
186,1066.9793490965108,-11.326885223388672,1114.90625
187,792.3655027215826,2.0048367977142334,1851.703857421875
188,1084.3035393289101,-13.242822647094727,1893.2901611328125
189,817.008378950251,5.827538967132568,1155.7978515625
190,988.4249654305542,0.8431868553161621,1062.2353515625
191,892.597606671746,4.0336103439331055,1281.1434326171875
192,1052.4190641877135,-6.951312065124512,820.722900390625
193,966.182536495681,1.1050853729248047,1796.38671875
194,835.3747442637743,8.468048095703125,1289.087158203125
195,1149.9141376133337,-15.156005859375,1336.27392578125
196,1053.1829894236441,-7.311336517333984,849.3616943359375
197,1076.7485863864229,-6.275424480438232,715.7910766601562
198,1139.0151371606123,-7.314510345458984,1248.9005126953125
199,944.9738626636095,7.354094982147217,806.1676025390625
200,981.4086357106248,5.5519585609436035,683.1719970703125
