Episode,Reward,PolicyLoss,ValueLoss
1,-16892.615652660123,2028.122802734375,2484694.0
2,-1714.2886414555862,197.43109130859375,29489.5
3,-1047.2295603787761,122.56216430664062,18516.90234375
4,-950.4775977176643,98.96365356445312,15198.6328125
5,-100.3319384150197,3.725013256072998,4055.834228515625
6,37.93542429894097,-1.3014962673187256,2296.846435546875
7,150.71105512206066,-13.552946090698242,3889.726806640625
8,537.5810008328615,-53.86955261230469,5054.884765625
9,341.14161812969746,-36.81487274169922,2636.096923828125
10,512.006664179374,-45.212486267089844,3220.816162109375
11,419.5417377141056,-41.59328842163086,10563.08203125
12,681.5263589333764,-62.00333023071289,4826.53857421875
13,765.2149509688415,-73.52953338623047,6777.6298828125
14,538.4414610050296,-49.65925216674805,7868.044921875
15,775.4204507828521,-83.09976196289062,8795.880859375
16,1197.463017658935,-110.989990234375,13576.376953125
17,933.9259626688562,-85.34732055664062,9782.46484375
18,1146.1578511758528,-105.48478698730469,11937.6103515625
19,797.0003245437238,-79.07392883300781,7603.62890625
20,992.8365825832069,-86.96446990966797,8815.830078125
21,976.1367871814499,-93.61280059814453,9795.638671875
22,1096.6671034174608,-100.9894790649414,11131.365234375
23,1107.3135351205228,-100.2209243774414,11838.90234375
24,1262.509786116614,-113.56285095214844,13810.7939453125
25,1049.295744249533,-94.798828125,9696.4580078125
26,913.7554069175305,-86.60607147216797,8569.326171875
27,1040.0248474633145,-87.44171142578125,8822.7431640625
28,846.8037383719653,-81.1765365600586,7817.21484375
29,1091.6741022515034,-94.2711181640625,9964.595703125
30,564.0965377017399,-52.246734619140625,5666.83544921875
31,1140.4552867826367,-96.34931945800781,10117.0390625
32,724.0331765212873,-62.68136978149414,5976.0595703125
33,1101.758359270139,-89.87451934814453,9103.65625
34,986.1031745219581,-78.16475677490234,6828.369140625
35,1103.90422116068,-80.89353942871094,7548.6865234375
36,968.4223555189062,-69.50244140625,5676.86669921875
37,1195.9962521174834,-88.10077667236328,8541.3203125
38,977.1097380890783,-75.9338150024414,8096.27392578125
39,918.3716479997559,-59.15740203857422,5321.99365234375
40,962.9642707363909,-55.208152770996094,4190.70361328125
41,884.1988319889917,-39.596805572509766,2363.89453125
42,1069.8334160015534,-49.90845489501953,3280.44970703125
43,1223.519163701252,-58.1973762512207,4143.46533203125
44,1022.6288119749536,-34.06304931640625,2495.47119140625
45,1154.4419868485666,-44.63241958618164,3222.748291015625
46,1142.613546207555,-29.478010177612305,1565.362060546875
47,1031.9921178658353,-12.861990928649902,2642.985595703125
48,989.6980658728802,-4.532124042510986,921.6422119140625
49,1032.181706548122,-10.401745796203613,1032.5948486328125
50,1060.6168060042928,-3.915633201599121,1033.1124267578125
51,899.1726757478938,15.25353717803955,1515.017333984375
52,995.2404854531993,5.073241710662842,1092.6038818359375
53,1083.7743032320288,1.794055461883545,808.3057250976562
54,1138.8477133552426,-7.070484638214111,823.6158447265625
55,1099.821118148614,-4.183526992797852,1313.90380859375
56,986.3805022923636,9.305423736572266,755.3216552734375
57,981.5803870833739,5.276240825653076,780.445556640625
58,943.1404337607529,7.885168075561523,991.545654296875
59,1141.1771154116595,-6.317327976226807,654.5064697265625
60,950.2206517249532,7.726585388183594,1089.3994140625
61,1060.2571231587901,-3.570089340209961,1069.3602294921875
62,904.4772975628823,9.459348678588867,1095.910400390625
63,1042.9116663870414,-0.8641357421875,1518.0020751953125
64,862.2733561253701,15.04931640625,1700.928955078125
65,907.3755128358337,3.023012161254883,2501.939453125
66,1148.6193989338208,-16.481578826904297,1181.763916015625
67,1180.0404605681053,-19.128921508789062,1306.2064208984375
68,1025.2177970162086,-3.2409861087799072,1469.0147705078125
69,1198.4629591727528,-12.39008903503418,883.6602783203125
70,1050.0137045441925,2.9770336151123047,1444.147705078125
71,960.364754929926,0.9983978271484375,2081.645263671875
72,989.1183964928666,12.584283828735352,1274.810546875
73,1053.5850679973555,-0.17159509658813477,703.6057739257812
74,858.3330884921786,4.035990238189697,2730.6171875
75,1080.5189335662515,-3.0600175857543945,721.4588623046875
76,970.7369701181973,-1.7396154403686523,1579.9085693359375
77,1040.3203651592326,2.4456043243408203,1675.6611328125
78,1229.6012288879801,-10.179733276367188,910.934814453125
79,1092.4055111250248,3.15950870513916,1110.7039794921875
80,1021.3299764935367,5.305628776550293,2151.085693359375
81,803.569181741699,20.372802734375,1145.654541015625
82,951.8758829632563,4.868390083312988,796.742431640625
83,1148.38222753834,-12.824586868286133,1357.701171875
84,1289.9820951270422,-21.304222106933594,1446.84130859375
85,936.2770499469383,5.5569047927856445,2056.21435546875
86,1090.3743885376164,-1.2323145866394043,868.1534423828125
87,1146.8677653109733,-9.103588104248047,1162.060791015625
88,988.522199022113,13.933040618896484,1354.828857421875
89,914.215990434668,14.959820747375488,924.3341064453125
90,1084.8511332891978,-1.5800161361694336,806.5478515625
91,1086.010100920171,-7.040189743041992,1098.23046875
92,1142.3764393582662,-9.362215042114258,1252.365234375
93,963.8368402229038,5.66265344619751,892.341796875
94,983.6399438263658,0.8501110076904297,1009.515625
95,573.7572560371358,32.92686080932617,2495.6044921875
96,718.8741242140804,24.307661056518555,3275.366943359375
