Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,-18.369876359090416,-0.34365856647491455,6.368097305297852,60.89234637436823
2,-17.942800636393287,-0.3253363072872162,2.0532054901123047,62.77713812683888
3,-20.45670993460604,-0.33612459897994995,2.69256329536438,75.62796879532262
4,-24.571001267727432,-0.3418263792991638,4.302166938781738,89.76331380562132
5,-19.29248556332226,-0.33375686407089233,5.040616989135742,63.30886041431586
6,-19.45618513575917,-0.3393915295600891,2.024369478225708,67.90017701044515
7,-17.497948448523463,-0.3246099054813385,7.203154563903809,66.4512970874708
8,-27.95504110422916,-0.3415813744068146,4.28117561340332,86.40110779873946
9,-17.081860470012245,-0.33014485239982605,3.569267988204956,64.31289960483534
10,-23.84545653351645,-0.317421555519104,6.100621223449707,78.60193197370508
11,-20.69905303287916,-0.33320486545562744,2.0061049461364746,73.61942878189492
12,-22.72724657523782,-0.3339254856109619,2.5200374126434326,78.60477523732605
13,-18.326021869073806,-0.32901477813720703,2.1092565059661865,65.83509612189711
14,-15.619921103228666,-0.33155369758605957,2.484445810317993,62.01318212256794
15,-14.281774161252972,-0.31763193011283875,4.381993770599365,60.7536366703114
16,-15.62755343670768,-0.32048285007476807,4.389766693115234,60.567533812666035
17,-17.204196035205467,-0.31687623262405396,5.287391662597656,70.80147955598324
18,-16.7037159342919,-0.3230122923851013,2.600538492202759,59.360518936455335
19,-21.293507959541408,-0.3359314501285553,2.1132802963256836,77.75369327412139
20,-16.48635239252986,-0.328277587890625,8.078447341918945,66.42785274366156
21,-19.57746398691395,-0.333831787109375,5.505205154418945,65.73207728167961
22,-18.879506423680155,-0.330642431974411,6.790378570556641,67.5190097477223
23,-10.932949965757272,-0.30974236130714417,3.3233845233917236,52.86338516555908
24,-16.08971030029904,-0.34720003604888916,2.6517369747161865,59.7927839567231
25,-16.243861655745572,-0.3279817998409271,7.420200347900391,64.52709055650232
26,-17.495036501092056,-0.32645535469055176,2.6991140842437744,69.57227719150326
27,-22.59696400337505,-0.3438917398452759,2.1339991092681885,77.5691927260198
28,-13.582294290916122,-0.3491614758968353,1.2121309041976929,55.806337535014
29,-17.76658478245122,-0.32340720295906067,7.3447465896606445,65.78447685448964
30,-25.71787755361732,-0.37749236822128296,8.475767135620117,84.20969188750713
31,-17.222557728779922,-0.3542308211326599,6.415326118469238,67.23477319447682
32,-12.905977904279306,-0.34168535470962524,2.3857269287109375,53.48016177149304
33,-14.979032834767583,-0.3293335437774658,1.6214295625686646,57.399621863942436
