Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,479.4946906270105,-6.2901811599731445,10298.8173828125,3.5
2,696.8911157398519,-7.247912883758545,16377.705078125,2.892857142857143
3,-38.8938711655384,29.430709838867188,6601.51708984375,4.035714285714286
4,578.7459048210222,-5.127388954162598,10807.533203125,21.214285714285715
5,740.759112192273,-7.993029594421387,20655.015625,23.785714285714285
6,334.6834339205351,-3.8566863536834717,4993.25439453125,2.5357142857142856
7,-21.286145812656123,29.2725830078125,6980.9716796875,27.785714285714285
8,-93.12096654464823,46.732940673828125,8386.693359375,26.25
9,735.5134176820028,-7.83577299118042,15651.619140625,3.392857142857143
10,465.69086289641757,-7.884328365325928,7591.2431640625,38.82142857142857
11,162.90954364108336,2.2208187580108643,1993.2940673828125,79.07142857142857
12,-434.66638788723475,99.3949966430664,32588.49609375,60.17857142857143
13,468.4583248412794,-7.9459662437438965,7944.62353515625,6.892857142857143
14,-191.0504385341364,47.03971481323242,5217.57763671875,84.17857142857143
15,-997.5080434995436,160.7887725830078,43595.0234375,150.42857142857142
16,-1337.0214004457353,215.426513671875,81246.859375,279.67857142857144
17,-181.69507167996937,66.27146911621094,16815.0546875,9.035714285714286
18,-102.49908354725402,37.32793426513672,5072.833984375,10.642857142857142
19,-1123.7378570515218,188.1208038330078,79595.9453125,27.964285714285715
20,-608.0784113595219,120.44583892822266,30903.400390625,95.5
