Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,327.26049283691736,-18.886159896850586,14317.193359375,9.464285714285714
2,282.12658566749707,-13.812092781066895,10111.890625,16.285714285714285
3,331.33463847695117,-20.194454193115234,13440.2431640625,4.642857142857143
4,315.8601448345449,-28.888608932495117,13355.00390625,3.25
5,266.50059161798015,-20.546133041381836,8322.5869140625,20.357142857142858
6,260.17117720616443,-19.093809127807617,7776.88134765625,2.857142857142857
7,289.5478200351827,-29.51508331298828,9971.126953125,8.178571428571429
8,222.32102974610322,-12.941192626953125,6465.54296875,18.321428571428573
9,220.3097273796802,-12.392070770263672,6246.23486328125,9.5
10,299.10479420939294,-16.563188552856445,11643.060546875,14.035714285714286
11,277.17789984613955,-8.744443893432617,9260.404296875,8.5
12,279.6839773011392,-12.13973331451416,9543.2509765625,4.25
13,253.53011870214198,-14.266916275024414,7895.56689453125,26.25
14,263.512496241162,-21.72943878173828,7712.0693359375,6.892857142857143
15,259.9796771182544,-22.697851181030273,7551.427734375,15.928571428571429
16,88.3852315368518,-3.8686983585357666,1061.9378662109375,9.928571428571429
17,306.9893093729638,-34.31926345825195,11111.587890625,2.357142857142857
18,234.94740903263323,-10.553504943847656,6449.75,2.5714285714285716
19,317.7429927296815,-25.018171310424805,11645.87890625,5.142857142857143
20,301.242633352622,-22.03630828857422,9334.607421875,17.25
21,201.38079109436342,-13.211639404296875,3270.52685546875,3.9642857142857144
22,356.14226288155453,-42.839847564697266,13491.50390625,2.857142857142857
23,239.68634815066784,-11.429758071899414,4735.97265625,2.107142857142857
24,279.3219093582538,-13.164300918579102,8228.0673828125,8.571428571428571
25,244.2715638080973,-14.261731147766113,5345.35595703125,17.821428571428573
26,275.76791279966477,-22.502731323242188,5543.37939453125,2.642857142857143
27,339.7902263620464,-21.92267608642578,9324.37109375,20.0
28,302.5369302907045,-0.37772563099861145,7246.40576171875,14.857142857142858
29,297.68944665803843,-9.523702621459961,6626.0537109375,13.964285714285714
30,314.24156593133137,-5.000135898590088,7306.61865234375,2.25
31,304.50546930785697,-6.5346760749816895,6117.81298828125,2.75
32,267.658859907189,-11.306353569030762,4559.29248046875,5.964285714285714
33,278.0585485037947,-5.083273410797119,4314.60107421875,6.892857142857143
34,264.80503624593547,1.5510890483856201,4669.36865234375,3.107142857142857
35,194.76665146065176,5.053855895996094,3372.12255859375,16.214285714285715
36,285.097165175572,-11.49533748626709,5201.32568359375,2.5714285714285716
37,273.4867088537499,-2.1564266681671143,4065.3828125,9.428571428571429
38,269.6957252973847,5.154183387756348,4836.2802734375,13.571428571428571
39,283.13130523644236,5.68073844909668,5169.234375,16.5
40,296.2935219050427,2.971510648727417,4866.63623046875,6.928571428571429
41,260.01420498272773,10.723213195800781,4016.96484375,16.964285714285715
42,316.1405161318572,12.112452507019043,5503.76318359375,3.2857142857142856
43,247.24277594269068,23.186424255371094,4679.09716796875,20.892857142857142
44,302.15357449807874,27.0435791015625,6499.1142578125,0.7142857142857143
45,275.77789500656905,26.327449798583984,6341.35693359375,17.107142857142858
46,287.53953167441273,7.787527084350586,4994.3076171875,5.785714285714286
47,311.77660597112197,7.801539421081543,4924.283203125,4.607142857142857
48,339.735555727729,14.352479934692383,6917.78759765625,3.0
49,253.1646913405389,24.18593978881836,4749.0166015625,5.75
50,322.2774982221475,13.290485382080078,7624.318359375,22.964285714285715
51,299.3470365476562,17.39113426208496,5851.80126953125,8.142857142857142
52,268.6581073759933,9.748631477355957,5212.05224609375,26.214285714285715
