Episode,Reward,PolicyLoss,ValueLoss,AvgWaitingTime
1,279.8436588708293,-13.329839706420898,8844.5078125,17.178571428571427
2,296.3138057457583,-19.463165283203125,9865.11328125,9.357142857142858
3,220.82676457078307,-4.759610652923584,5826.05419921875,82.96428571428571
4,298.73428987291027,-29.156526565551758,10964.7724609375,12.035714285714286
5,263.4452047548997,-14.311030387878418,6938.181640625,8.642857142857142
6,346.92732230722316,-23.362079620361328,14039.8232421875,0.8571428571428571
7,285.94446903880663,-13.44312572479248,8163.939453125,37.357142857142854
8,289.8370009391835,-11.127777099609375,10197.015625,8.0
9,292.7741414278406,-21.027280807495117,9659.40234375,7.75
10,260.9882399435363,-5.427135944366455,6424.9384765625,7.964285714285714
11,287.32020971255776,-18.369415283203125,8906.5400390625,4.821428571428571
12,340.8778533139132,-18.44146156311035,12117.1259765625,5.428571428571429
13,240.77964567265542,-6.883605003356934,5435.39599609375,13.392857142857142
14,264.3714213082011,-4.3964619636535645,7368.95849609375,2.4642857142857144
15,216.42298235551834,-16.154733657836914,4679.34619140625,4.0
16,230.22392451356998,-3.798095464706421,4494.783203125,29.464285714285715
17,284.56589594878096,-17.380252838134766,8249.0078125,36.607142857142854
18,325.2407389599869,-16.612640380859375,11246.83203125,6.714285714285714
19,179.70596680836084,-14.67712116241455,3377.414306640625,86.21428571428571
20,222.5742353501273,-9.954474449157715,5040.1357421875,35.642857142857146
21,169.21357213114592,-9.404000282287598,3065.307373046875,3.5714285714285716
22,225.24257974197224,-1.3202168941497803,3847.107177734375,2.9285714285714284
23,285.39965413792027,-30.420801162719727,6664.51611328125,40.07142857142857
24,251.35227354781964,-7.394017696380615,4790.4501953125,14.428571428571429
25,270.262663677131,-7.224023818969727,6102.818359375,60.642857142857146
26,266.25222295550066,-6.739567756652832,5151.72705078125,4.607142857142857
27,284.62755791436336,-11.38118839263916,5791.1240234375,2.357142857142857
28,289.40260915529956,-21.302404403686523,5761.36572265625,4.321428571428571
29,253.7114937610635,-24.183805465698242,5025.4912109375,4.428571428571429
30,253.50719147226835,-20.952157974243164,3377.88037109375,8.571428571428571
31,279.5107217553152,-40.981109619140625,5502.2626953125,6.0
32,229.975122008863,7.1164326667785645,4903.4755859375,14.928571428571429
33,213.75587591061492,-19.329448699951172,2071.58349609375,5.428571428571429
34,306.571160613375,5.568812370300293,5480.08056640625,4.357142857142857
35,209.64526943765355,13.766487121582031,3630.314453125,4.714285714285714
36,282.0804668088018,-4.467215538024902,4352.5263671875,8.821428571428571
37,282.2585221369807,8.666340827941895,3922.898681640625,3.5714285714285716
38,172.69808541938374,23.7913761138916,3049.846923828125,14.857142857142858
39,320.0887418506563,-22.364608764648438,5905.634765625,4.892857142857143
40,169.0399262197348,31.583486557006836,3012.751708984375,7.892857142857143
41,258.94580629097067,-1.6037684679031372,4124.34033203125,4.5
42,7.509684596601727,77.1069107055664,10165.595703125,28.142857142857142
43,137.65828502522734,45.37130355834961,6624.60791015625,11.857142857142858
44,167.88549896440148,15.358968734741211,1360.1478271484375,6.928571428571429
45,175.00485918469911,15.515506744384766,2803.231689453125,4.857142857142857
46,293.9473629860214,-25.209369659423828,6330.2412109375,19.892857142857142
47,185.90988126854916,-1.3270467519760132,2209.56982421875,16.5
48,213.2978825762306,12.833114624023438,2339.96337890625,43.892857142857146
49,283.03404125725206,-8.335095405578613,4800.82958984375,5.321428571428571
50,240.7776432511897,7.270912170410156,5276.22998046875,62.75
51,276.6681017899206,-13.92866039276123,5911.81884765625,3.7857142857142856
52,280.3590745985967,-21.476858139038086,4352.0732421875,1.25
53,268.64172575971355,-27.346155166625977,4098.7255859375,15.285714285714286
54,219.14755376292246,19.110525131225586,3756.18408203125,0.75
55,187.92620371763738,10.654109954833984,1748.2879638671875,2.892857142857143
56,199.36545975864468,14.77325439453125,3668.212646484375,8.678571428571429
57,147.05564821981,25.629047393798828,3105.00927734375,5.928571428571429
58,276.9383503558388,1.4588712453842163,4373.2646484375,6.0
59,283.3966013384115,5.80775260925293,5134.0634765625,6.178571428571429
60,242.87343119827474,4.812689304351807,4480.87451171875,5.75
61,331.4741804794228,0.046016693115234375,6525.42333984375,25.25
62,313.99670320299873,-19.125112533569336,4803.4443359375,4.785714285714286
63,274.06309924101043,8.854748725891113,3308.33154296875,3.9642857142857144
64,322.6194492610295,9.905413627624512,5126.6689453125,5.178571428571429
65,307.32815695782455,12.697149276733398,4464.69287109375,1.5
66,341.9956937665805,-8.246837615966797,6856.43017578125,5.464285714285714
67,298.7028919138817,19.45514488220215,5533.294921875,3.7857142857142856
68,315.51864190034775,0.05646196007728577,5450.078125,6.5
69,369.4395512170777,-7.567280292510986,9113.8544921875,14.214285714285714
70,267.66882883006167,32.43552017211914,8192.3193359375,3.25
71,300.77244363355425,23.12002944946289,5910.3134765625,8.5
72,305.0713700995506,11.823973655700684,4739.84375,15.214285714285714
73,329.59848808865195,24.515737533569336,7028.08056640625,0.21428571428571427
74,358.35476873861217,20.225984573364258,7944.7119140625,0.6428571428571429
75,354.6438222026436,17.304584503173828,7608.0009765625,4.892857142857143
76,280.2689645157754,19.254968643188477,5135.86083984375,7.535714285714286
77,299.3148612637928,103.64935302734375,7435.39013671875,7.107142857142857
78,317.26170705866895,4.481333255767822,6371.22314453125,7.071428571428571
79,306.1571554056695,28.34912109375,6200.9345703125,8.357142857142858
80,309.5606994739615,18.054258346557617,5391.8193359375,3.107142857142857
81,328.9406660410809,11.757448196411133,7672.15576171875,3.8214285714285716
82,294.2346835600902,22.981082916259766,6439.49267578125,2.142857142857143
83,328.1032605996776,15.461143493652344,7128.7607421875,2.892857142857143
84,311.3458992488252,9.08507251739502,5619.40771484375,5.357142857142857
85,332.09947426094914,20.749330520629883,7341.37451171875,3.2142857142857144
86,305.71497224929334,12.331298828125,6523.53369140625,9.464285714285714
87,289.10102595086926,6.568953990936279,5193.5712890625,4.071428571428571
88,302.30279333560804,16.478336334228516,6927.525390625,18.107142857142858
89,326.2678331854757,17.943763732910156,6249.263671875,7.714285714285714
90,320.4928860532235,10.620349884033203,5564.9052734375,3.8214285714285716
91,339.9418233592585,-1.5550928115844727,7055.169921875,2.3214285714285716
92,270.95410419976685,22.074785232543945,4632.765625,2.107142857142857
93,239.8918743604424,35.884056091308594,7016.60888671875,12.642857142857142
94,355.6200933778989,1.0534249544143677,8334.37890625,3.5357142857142856
95,291.24948915920714,20.000141143798828,4542.74365234375,9.142857142857142
96,140.03957711778227,58.3155632019043,7099.228515625,11.178571428571429
97,280.5501860794819,11.076370239257812,5494.6611328125,14.178571428571429
98,317.02631732238217,15.567131042480469,6221.259765625,6.214285714285714
99,257.6898488864215,7.100494861602783,3430.995361328125,3.5714285714285716
100,360.169512673613,13.54626750946045,7607.48291015625,17.178571428571427
