step,phase,total_halted,avg_speed,long_waiting,avg_density
97,0,3,7.4862625163183845,3,0.0077618179249144825
98,0,3,7.946122784589182,3,0.008927781549364846
99,0,3,9.103646407990302,3,0.008927781549364846
100,1,1,10.848236748623675,1,0.007721813013394158
101,1,1,11.822390625525706,1,0.007721813013394158
102,1,1,12.412025940772551,1,0.007721813013394158
103,1,1,12.871291638725609,1,0.007721813013394158
104,1,1,13.182417332768722,1,0.007721813013394158
105,1,1,12.46122031866584,1,0.007721813013394158
106,1,1,11.892551220013813,1,0.007721813013394158
107,1,1,11.454175136888495,1,0.006515844477423469
108,1,2,9.98380870424653,1,0.005915892473583775
109,1,3,8.975137947131524,1,0.004722897471823045
110,1,3,8.264354113720106,1,0.004143912317002414
111,1,3,7.621349942487403,1,0.004143912317002414
112,1,3,7.235968928352448,1,0.004143912317002414
113,1,6,6.98148513543932,1,0.004143912317002414
114,1,6,6.964324249300536,1,0.004143912317002414
115,1,7,6.946520424366767,1,0.004143912317002414
116,1,7,6.945721658650284,1,0.004143912317002414
117,1,7,6.945218500279139,1,0.004143912317002414
118,1,7,6.945112100562692,1,0.004143912317002414
119,1,7,6.945,1,0.004143912317002414
120,2,5,8.102500000000001,0,0.002937943781031725
121,2,4,8.227431937742017,0,0.002937943781031725
122,2,4,8.38029745327298,0,0.002937943781031725
123,2,4,9.26,0,0.0023319272489007287
124,2,4,9.26,0,0.0023319272489007287
125,2,4,9.26,0,0.0023319272489007287
126,2,4,9.26,0,0.0023319272489007287
127,2,4,9.26,0,0.0023319272489007287
128,2,4,9.26,0,0.0023319272489007287
129,2,4,9.26,0,0.0023319272489007287
130,2,4,9.26,0,0.0023319272489007287
131,2,4,9.26,0,0.0023319272489007287
132,2,4,9.26,0,0.0023319272489007287
133,2,4,9.26,0,0.0023319272489007287
134,2,4,9.26,0,0.0023319272489007287
135,2,4,9.26,0,0.0023319272489007287
136,2,4,9.26,0,0.0023319272489007287
137,2,4,9.26,1,0.0023319272489007287
138,2,4,9.26,1,0.0023319272489007287
139,2,4,9.26,1,0.0023319272489007287
140,3,2,11.575000000000001,1,0.0011659636244503644
141,3,2,11.575000000000001,1,0.0011659636244503644
142,3,2,11.575000000000001,2,0.0011659636244503644
143,3,2,11.575000000000001,2,0.0011659636244503644
144,3,2,8.150258333333332,2,0.006488813100113102
145,3,2,8.87982796334786,2,0.007088765103952795
146,3,2,9.620425255973595,2,0.007694781636083792
147,3,2,10.523282160029089,2,0.008281760105713526
148,3,2,11.265218372259781,2,0.008281760105713526
149,3,2,11.37308105846022,2,0.008281760105713526
150,3,2,11.220435978600754,2,0.008281760105713526
151,3,2,11.684321397099708,2,0.008281760105713526
152,3,2,11.351225595901504,2,0.008281760105713526
153,3,2,11.095087739311017,2,0.008281760105713526
154,3,2,10.426268250552294,2,0.008281760105713526
155,3,2,9.181186458493551,2,0.008281760105713526
156,3,3,8.249742156869775,2,0.007702774950892896
157,3,4,7.057857134641762,2,0.007102822947053202
158,3,5,6.486632533559735,2,0.006523837792232572
159,3,6,6.354063288582094,2,0.005936859322602837
160,0,4,6.34486184862467,0,0.004164879166021477
161,0,4,6.103702893093264,0,0.004164879166021477
162,0,5,6.305809111344817,0,0.004164879166021477
163,0,5,7.304730764344296,0,0.0035858940112008463
164,0,5,8.102560045678574,0,0.002998915541571112
165,0,5,8.102516523799993,0,0.002998915541571112
166,0,5,8.102500000000001,0,0.002998915541571112
167,0,5,8.102500000000001,0,0.002998915541571112
168,0,5,8.102500000000001,0,0.002998915541571112
169,0,5,8.102500000000001,0,0.002998915541571112
170,0,5,8.102500000000001,0,0.002998915541571112
171,0,5,8.102500000000001,0,0.002998915541571112
172,0,5,8.102500000000001,0,0.002998915541571112
173,0,5,8.102500000000001,0,0.002998915541571112
174,0,5,8.102500000000001,0,0.002998915541571112
175,0,5,8.102500000000001,0,0.002998915541571112
176,0,5,8.102500000000001,0,0.002998915541571112
177,0,5,8.102500000000001,0,0.002998915541571112
178,0,5,8.102500000000001,0,0.002998915541571112
179,0,5,8.102500000000001,0,0.002998915541571112
180,1,3,10.4175,0,0.0017929470056004234
181,1,3,10.4175,0,0.0017929470056004234
182,1,3,10.4175,0,0.0017929470056004234
183,1,3,10.4175,0,0.0017929470056004234
184,1,3,10.4175,0,0.0017929470056004234
185,1,3,10.4175,1,0.0017929470056004234
186,1,3,10.4175,1,0.0017929470056004234
187,1,3,10.4175,1,0.0017929470056004234
188,1,3,10.4175,1,0.0017929470056004234
189,1,3,10.4175,1,0.0017929470056004234
190,1,3,10.4175,2,0.0017929470056004234
191,1,3,10.4175,3,0.0017929470056004234
192,1,3,7.354108333333335,3,0.0053308427904718405
193,1,3,8.262457395381027,3,0.008302726954732588
194,1,3,8.460927732025867,3,0.008908743486863586
195,1,3,9.273445046342092,3,0.008908743486863586
196,1,3,10.386201519955515,3,0.008908743486863586
197,1,3,10.503078893858474,3,0.008908743486863586
198,1,3,10.869161081574275,3,0.008908743486863586
199,1,3,11.330610661836495,3,0.008908743486863586
200,2,1,11.30303127330224,1,0.010114712022834274
201,2,1,11.324057764456064,1,0.010114712022834274
202,2,1,10.601555737843976,1,0.011320680558804965
203,2,1,9.580035290678534,1,0.010114712022834274
204,2,1,8.918518897720496,1,0.009508695490703278
205,2,1,8.600943683164678,1,0.008342731866252914
206,2,3,7.357388822092819,1,0.008342731866252914
207,2,3,7.449401919833722,1,0.00774277986241322
208,2,4,7.213394754422095,1,0.00774277986241322
209,2,5,6.7240065096054815,1,0.00774277986241322
210,2,7,6.83863202365263,1,0.00774277986241322
211,2,7,6.900723134256729,1,0.007136763330282223
212,2,7,6.950610340173033,1,0.00653681132644253
213,2,7,6.979969560396871,1,0.00653681132644253
214,2,7,6.9182724435574,1,0.00653681132644253
215,2,7,6.759153796552085,1,0.00653681132644253
216,2,8,6.603333649817824,1,0.00653681132644253
217,2,8,7.188173741200097,1,0.005936859322602839
218,2,8,6.884158717761774,1,0.005936859322602839
219,2,8,7.228955629444588,1,0.0053308427904718405
220,3,6,8.266086831945193,0,0.004164879166021477
221,3,5,8.2645963904006,0,0.004164879166021477
222,3,6,8.356272279079022,0,0.004164879166021477
223,3,6,9.26,0,0.003577900696391743
224,3,6,9.26,0,0.003577900696391743
225,3,6,9.26,0,0.003577900696391743
226,3,6,9.26,0,0.003577900696391743
227,3,6,9.26,0,0.003577900696391743
228,3,6,9.26,0,0.003577900696391743
229,3,6,9.26,0,0.003577900696391743
230,3,6,9.26,0,0.003577900696391743
231,3,6,9.26,0,0.003577900696391743
232,3,6,9.26,0,0.003577900696391743
233,3,6,9.26,0,0.003577900696391743
234,3,6,9.26,0,0.003577900696391743
235,3,6,9.26,1,0.003577900696391743
236,3,6,9.26,1,0.003577900696391743
237,3,6,9.26,2,0.003577900696391743
238,3,6,9.26,3,0.003577900696391743
239,3,6,9.26,4,0.003577900696391743
240,0,4,7.735002777777779,2,0.00774277986241322
241,0,4,8.991224409575588,2,0.00952773355320454
242,0,4,9.544719942229777,2,0.010133750085335536
243,0,4,8.993045709752915,2,0.01193967062514592
244,0,5,8.993333842527765,2,0.013145639161116612
245,0,4,9.866502436378152,3,0.013145639161116612
246,0,5,10.313083654296546,3,0.013145639161116612
247,0,4,10.571045284378934,3,0.013145639161116612
248,0,4,11.07234146817791,3,0.013145639161116612
249,0,4,11.09558725546571,3,0.012558660691486876
250,0,4,11.004348901345496,3,0.012558660691486876
251,0,4,9.893264514383324,4,0.01195264415935588
252,0,5,9.408337707669011,4,0.01078668053490551
253,0,6,8.406269235958625,4,0.010207695380084881
254,0,7,7.655346029152099,4,0.00960774337624519
255,0,8,7.259335082547114,4,0.00960774337624519
256,0,8,6.992283250344266,4,0.00960774337624519
257,0,10,7.300165687117738,4,0.009007791372405496
258,0,12,7.095155668273868,4,0.009007791372405496
259,0,12,6.986297094251743,4,0.009007791372405496
260,1,11,6.7996666819533464,2,0.007801822836434808
261,1,9,6.615288344466932,0,0.007801822836434808
262,1,7,7.075783368423032,0,0.007195806304303811
263,1,6,7.154122560688676,0,0.007195806304303811
264,1,6,7.29555148245554,0,0.007195806304303811
265,1,6,7.283299259632859,0,0.0059898377683331215
266,1,6,7.478354526021047,0,0.0059898377683331215
267,1,6,7.551067167838031,0,0.0059898377683331215
268,1,6,7.624757977299168,0,0.005383821236202125
269,1,6,7.723181618357589,0,0.004783869232362433
270,1,6,7.7258489483069495,0,0.004783869232362433
271,1,6,8.674093338222237,0,0.00418391722852274
272,1,6,9.26,0,0.003577900696391743
273,1,6,9.26,0,0.003577900696391743
274,1,6,9.26,0,0.003577900696391743
275,1,6,9.26,0,0.003577900696391743
276,1,6,9.26,0,0.003577900696391743
277,1,6,9.26,0,0.003577900696391743
278,1,6,9.26,0,0.003577900696391743
279,1,6,9.26,0,0.003577900696391743
280,2,4,9.26,0,0.002371932160421054
281,2,2,9.42352179826703,0,0.002371932160421054
282,2,2,9.581285804605578,0,0.002371932160421054
283,2,2,9.738647830919364,0,0.002371932160421054
284,2,2,11.575000000000001,1,0.0011659636244503644
285,2,2,11.575000000000001,1,0.0011659636244503644
286,2,2,11.575000000000001,2,0.0011659636244503644
287,2,2,11.575000000000001,2,0.0011659636244503644
288,2,2,7.318124999999999,2,0.005909827945292472
289,2,2,8.644773757764597,2,0.00767574357358253
290,2,2,8.552846640652852,2,0.008281760105713526
291,2,2,9.742865745807205,2,0.008281760105713526
292,2,2,10.819132726583652,2,0.008281760105713526
293,2,2,10.94263550362077,2,0.008281760105713526
294,2,2,11.585310982936695,2,0.008281760105713526
295,2,2,12.051139688715443,2,0.008281760105713526
296,2,2,12.039925419782287,2,0.008281760105713526
297,2,2,11.85809152612286,2,0.008281760105713526
298,2,2,11.221017283975463,2,0.007681808101873833
299,2,2,9.88080746976938,2,0.007681808101873833
300,3,1,7.688356564704422,0,0.006515844477423469
301,3,0,8.00501220354526,0,0.004730890786632149
302,3,3,7.126701387513671,0,0.004730890786632149
303,3,4,8.220082270423534,0,0.0035649271621817843
304,3,4,7.785273407322223,0,0.0035649271621817843
305,3,5,8.106937193841961,0,0.0029779486925520502
306,3,5,8.103244900916751,0,0.0029779486925520502
307,3,5,8.102818789386392,0,0.0029779486925520502
308,3,5,8.102540802234602,0,0.0029779486925520502
309,3,5,8.102500000000001,0,0.0029779486925520502
310,3,5,8.102500000000001,0,0.0029779486925520502
311,3,5,8.102500000000001,0,0.0029779486925520502
312,3,5,8.102500000000001,0,0.0029779486925520502
313,3,5,8.102500000000001,0,0.0029779486925520502
314,3,5,8.102500000000001,0,0.0029779486925520502
315,3,5,8.102500000000001,0,0.0029779486925520502
316,3,5,8.102500000000001,0,0.0029779486925520502
317,3,5,8.102500000000001,0,0.0029779486925520502
318,3,5,8.102500000000001,0,0.0029779486925520502
319,3,5,8.102500000000001,0,0.0029779486925520502
320,0,3,10.4175,0,0.0018119850681016859
321,0,3,10.4175,0,0.0018119850681016859
322,0,3,10.4175,0,0.0018119850681016859
323,0,3,10.4175,0,0.0018119850681016859
324,0,3,10.4175,0,0.0018119850681016859
325,0,3,10.4175,0,0.0018119850681016859
326,0,3,10.4175,0,0.0018119850681016859
327,0,3,10.4175,0,0.0018119850681016859
328,0,3,10.4175,0,0.0018119850681016859
329,0,3,10.4175,0,0.0018119850681016859
330,0,3,10.4175,0,0.0018119850681016859
331,0,3,10.4175,1,0.0018119850681016859
332,0,3,10.4175,2,0.0018119850681016859
333,0,3,10.4175,2,0.0018119850681016859
334,0,3,10.4175,3,0.0018119850681016859
335,0,3,10.4175,3,0.0018119850681016859
336,0,3,6.678058333333333,3,0.007734786547604116
337,0,3,7.538846518016818,3,0.008927781549364846
338,0,3,8.789521472077375,3,0.008927781549364848
339,0,3,9.614043223270528,3,0.008927781549364848
340,1,1,11.39722491718308,1,0.007721813013394158
341,1,1,12.18137777409364,1,0.007721813013394158
342,1,1,12.804441718821616,1,0.007721813013394158
343,1,1,12.922139501685772,1,0.007721813013394158
344,1,1,12.706173052155352,1,0.007721813013394158
345,1,1,12.521035971415936,1,0.007721813013394158
346,1,1,11.351790713929423,1,0.007121861009554465
347,1,1,10.646257836776732,1,0.005934930536085039
348,1,1,8.787184108775064,1,0.005934930536085039
349,1,2,8.175121619221017,1,0.004749928849133411
350,1,4,7.509681866674177,1,0.004143912317002414
351,1,6,7.147466224526531,1,0.004143912317002414
352,1,6,6.962328828737239,1,0.004143912317002414
353,1,7,6.948681174900411,1,0.004143912317002414
354,1,7,6.9451412265297,1,0.004143912317002414
355,1,7,6.945,1,0.004143912317002414
356,1,7,6.945,1,0.004143912317002414
357,1,7,6.945,1,0.004143912317002414
358,1,7,6.945,1,0.004143912317002414
359,1,7,6.945,1,0.004143912317002414
360,2,5,8.102508893463186,0,0.002937943781031725
361,2,4,8.177272125814923,0,0.002937943781031725
362,2,4,8.35959587559162,0,0.002937943781031725
363,2,4,9.26,0,0.0023319272489007287
364,2,4,9.26,0,0.0023319272489007287
365,2,4,9.26,0,0.0023319272489007287
366,2,4,9.26,0,0.0023319272489007287
367,2,4,9.26,0,0.0023319272489007287
368,2,4,9.26,0,0.0023319272489007287
369,2,4,9.26,0,0.0023319272489007287
370,2,4,9.26,0,0.0023319272489007287
371,2,4,9.26,0,0.0023319272489007287
372,2,4,9.26,0,0.0023319272489007287
373,2,4,9.26,0,0.0023319272489007287
374,2,4,9.26,0,0.0023319272489007287
375,2,4,9.26,0,0.0023319272489007287
376,2,4,9.26,0,0.0023319272489007287
377,2,4,9.26,0,0.0023319272489007287
378,2,4,9.26,0,0.0023319272489007287
379,2,4,9.26,2,0.0023319272489007287
380,3,2,11.575000000000001,2,0.0011659636244503644
381,3,2,11.575000000000001,2,0.0011659636244503644
382,3,2,11.575000000000001,2,0.0011659636244503644
383,3,2,11.575000000000001,2,0.0011659636244503644
384,3,2,7.5787375,2,0.005303811413161476
385,3,2,6.939463929932951,2,0.007675743573582528
386,3,2,8.162786250352193,2,0.008281760105713526
387,3,2,8.398178148198346,2,0.008281760105713526
388,3,2,9.495530138704927,2,0.008281760105713526
389,3,2,9.450425917792765,2,0.008281760105713526
390,3,2,10.339602007792546,2,0.008281760105713526
391,3,2,11.465014823923282,2,0.008281760105713526
392,3,2,11.747525635356434,2,0.008281760105713526
393,3,2,12.609123281935458,2,0.008281760105713526
394,3,2,12.143400252263838,2,0.008281760105713526
395,3,2,11.78848252490089,2,0.008281760105713526
396,3,2,10.18546643762273,2,0.007702774950892896
397,3,2,8.464036648400786,2,0.007702774950892896
398,3,4,6.413595353648016,2,0.007115796481263162
399,3,5,6.114531716944111,2,0.0059498328568127964
400,0,5,7.730528948615756,0,0.006595854300464118
401,0,4,7.858207013866054,0,0.007195806304303811
402,0,4,8.269114231947063,0,0.007195806304303811
403,0,4,10.169398614871016,0,0.0060298426798534475
404,0,4,10.42659545655961,0,0.0060298426798534475
405,0,4,10.674515950116108,0,0.0060298426798534475
406,0,4,10.926915581388263,0,0.0060298426798534475
407,0,4,11.073193164321912,0,0.0060298426798534475
408,0,4,11.167574556239748,0,0.0060298426798534475
409,0,4,11.11499976382789,0,0.0060298426798534475
410,0,4,10.593742496745323,0,0.0060298426798534475
411,0,4,10.400247376486753,0,0.005423826147722449
412,0,4,10.428550346498076,0,0.004823874143882757
413,0,4,10.076008918661865,0,0.004823874143882757
414,0,4,9.77191457604347,0,0.004823874143882757
415,0,6,9.549433239636288,0,0.004823874143882757
416,0,7,9.427708937880682,0,0.004823874143882757
417,0,7,9.306005732580388,0,0.004823874143882757
418,0,7,9.26643016401253,0,0.004823874143882757
419,0,8,9.262587296834267,0,0.004823874143882757
420,1,6,9.262497756459709,0,0.0036179056079120677
421,1,4,9.392437234990723,0,0.0036179056079120677
422,1,4,9.528401732555627,0,0.0036179056079120677
423,1,4,9.634605162761753,0,0.0036179056079120677
424,1,4,9.761058708036122,0,0.0036179056079120677
425,1,4,11.575000000000001,0,0.002411937071941379
426,1,4,11.575000000000001,0,0.002411937071941379
427,1,4,11.575000000000001,1,0.002411937071941379
428,1,4,11.575000000000001,1,0.002411937071941379
429,1,4,11.575000000000001,1,0.002411937071941379
430,1,4,11.575000000000001,2,0.002411937071941379
431,1,4,11.575000000000001,2,0.002411937071941379
432,1,4,8.889836111111112,2,0.006555849388943794
433,1,4,8.927654121666103,2,0.008348796394544217
434,1,4,9.043282274140937,2,0.00952773355320454
435,1,4,9.948414942018186,2,0.00952773355320454
436,1,4,11.001823774669257,2,0.00952773355320454
437,1,4,11.059055555210556,2,0.00952773355320454
438,1,4,11.287435688385811,2,0.00952773355320454
439,1,4,11.643616580815227,2,0.00952773355320454
440,2,2,12.035497422218093,0,0.008321765017233852
441,2,0,11.582826459188313,0,0.008321765017233852
442,2,0,10.255843732365106,0,0.008321765017233852
443,2,0,9.190703492153085,0,0.007721813013394158
444,2,0,8.370625951026545,0,0.007115796481263162
445,2,1,7.299209131255502,0,0.0053308427904718405
446,2,2,6.171852423308592,0,0.0053308427904718405
447,2,3,5.722017452483489,0,0.004743864320842108
448,2,5,6.267590301250393,0,0.004137847788711111
449,2,6,6.950526531551794,0,0.0035378957848714184
450,2,6,6.94754149662124,0,0.0035378957848714184
451,2,6,6.9454984536082565,0,0.0035378957848714184
452,2,6,6.945132439582171,0,0.0035378957848714184
453,2,6,6.945029225406749,0,0.0035378957848714184
454,2,6,6.945,0,0.0035378957848714184
455,2,6,6.945,0,0.0035378957848714184
456,2,6,6.945,0,0.0035378957848714184
457,2,6,6.945,0,0.0035378957848714184
458,2,6,6.945,0,0.0035378957848714184
459,2,6,6.945,0,0.0035378957848714184
460,3,4,9.26,0,0.002371932160421054
461,3,4,9.26,0,0.002371932160421054
462,3,4,9.26,0,0.002371932160421054
463,3,4,9.26,0,0.002371932160421054
464,3,4,9.26,0,0.002371932160421054
465,3,4,9.26,0,0.002371932160421054
466,3,4,9.26,0,0.002371932160421054
467,3,4,9.26,0,0.002371932160421054
468,3,4,9.26,0,0.002371932160421054
469,3,4,9.26,0,0.002371932160421054
470,3,4,9.26,0,0.002371932160421054
471,3,4,9.26,0,0.002371932160421054
472,3,4,9.26,0,0.002371932160421054
473,3,4,9.26,0,0.002371932160421054
474,3,4,9.26,0,0.002371932160421054
475,3,4,9.26,0,0.002371932160421054
476,3,4,9.26,1,0.002371932160421054
477,3,4,9.26,3,0.002371932160421054
478,3,4,9.26,4,0.002371932160421054
479,3,4,9.26,4,0.002371932160421054
480,0,2,9.874825,2,0.005968870919314059
481,0,2,9.223051013739674,2,0.008361769928754176
482,0,2,7.7088799409693785,2,0.010127685557044233
483,0,2,9.081479634006437,2,0.01073370208917523
484,0,2,9.45559339324945,2,0.011339718621306227
485,0,2,10.12293905865598,2,0.011339718621306227
486,0,2,11.069424741916214,2,0.011339718621306227
487,0,2,11.566039841545107,2,0.01193967062514592
488,0,2,11.536549785192848,2,0.01193967062514592
489,0,2,11.181636514269213,2,0.011352692155516186
490,0,2,10.838731244341398,2,0.010746675623385188
491,0,2,9.747665115395654,2,0.010746675623385188
492,0,3,8.614646833859224,2,0.010167690468564559
493,0,5,7.552449465109048,2,0.009567738464724865
494,0,6,7.554202627976813,2,0.008961721932593869
495,0,6,7.316377361252549,2,0.008961721932593869
496,0,8,7.510818012619286,2,0.008382736777773238
497,0,8,7.6186076261089,2,0.0077957583081435045
498,0,9,7.428065639788517,2,0.0077957583081435045
499,0,9,6.988882120007548,2,0.0077957583081435045
500,1,8,6.596973953172236,0,0.006589789772172814
501,1,8,7.04691139953135,0,0.0059898377683331215
502,1,6,7.307546570389352,0,0.0059898377683331215
503,1,6,7.270081672816101,0,0.004783869232362433
504,1,6,7.451815317585436,0,0.004783869232362433
505,1,6,7.627886094563014,0,0.004783869232362433
506,1,6,7.78721428956634,0,0.004783869232362433
507,1,6,9.26,0,0.003577900696391743
508,1,6,9.26,0,0.003577900696391743
509,1,6,9.26,0,0.003577900696391743
510,1,6,9.26,0,0.003577900696391743
511,1,6,9.26,0,0.003577900696391743
512,1,6,9.26,0,0.003577900696391743
513,1,6,9.26,0,0.003577900696391743
514,1,6,9.26,0,0.003577900696391743
515,1,6,9.26,0,0.003577900696391743
516,1,6,9.26,0,0.003577900696391743
517,1,6,9.26,0,0.003577900696391743
518,1,6,9.26,0,0.003577900696391743
519,1,6,9.26,0,0.003577900696391743
520,2,4,9.26,0,0.002371932160421054
521,2,2,9.40772025038954,0,0.002371932160421054
522,2,2,9.59845013360493,1,0.002371932160421054
523,2,2,9.758093666345813,1,0.002371932160421054
524,2,2,11.575000000000001,1,0.0011659636244503644
525,2,2,11.575000000000001,2,0.0011659636244503644
526,2,2,11.575000000000001,2,0.0011659636244503644
527,2,2,11.575000000000001,2,0.0011659636244503644
528,2,2,8.914004166666667,2,0.006515844477423469
529,2,2,8.373305177707492,2,0.007681808101873833
530,2,2,9.457417929515207,2,0.008281760105713526
531,2,2,10.412172845566545,2,0.008281760105713526
532,2,2,11.492723816422362,2,0.008281760105713526
533,2,2,10.756199280760383,2,0.008281760105713526
534,2,2,11.031471395118972,2,0.008281760105713526
535,2,2,11.46964123059815,2,0.008281760105713526
536,2,2,11.694591057168564,2,0.008281760105713526
537,2,2,11.56398591091771,2,0.008281760105713526
538,2,2,11.30528034827203,2,0.007681808101873833
539,2,2,11.203036246108406,2,0.006496806414922206
540,3,0,11.300580256319158,0,0.004743864320842108
541,3,0,9.667543666869696,0,0.004743864320842108
542,3,1,8.878355780254298,0,0.004137847788711111
543,3,1,9.134740095950342,0,0.0029718841642607462
544,3,2,8.549326719538612,0,0.0029718841642607462
545,3,4,8.126283008428876,0,0.0029718841642607462
546,3,5,8.108536926221925,0,0.0029718841642607462
547,3,5,8.103156940934614,0,0.0029718841642607462
548,3,5,8.102884911686575,0,0.0029718841642607462
549,3,5,8.102554270792519,0,0.0029718841642607462
550,3,5,8.102524738769855,0,0.0029718841642607462
551,3,5,8.102500000000001,0,0.0029718841642607462
552,3,5,8.102500000000001,0,0.0029718841642607462
553,3,5,8.102500000000001,0,0.0029718841642607462
554,3,5,8.102509915736123,0,0.0029718841642607462
555,3,5,8.102500000000001,0,0.0029718841642607462
556,3,5,8.102500000000001,0,0.0029718841642607462
557,3,5,8.102500000000001,0,0.0029718841642607462
558,3,5,8.102500000000001,0,0.0029718841642607462
559,3,5,8.102500000000001,0,0.0029718841642607462
560,0,3,10.4175,0,0.001805920539810382
561,0,3,10.4175,0,0.001805920539810382
562,0,3,10.4175,0,0.001805920539810382
563,0,3,10.4175,0,0.001805920539810382
564,0,3,10.4175,0,0.001805920539810382
565,0,3,10.4175,0,0.001805920539810382
566,0,3,10.4175,0,0.001805920539810382
567,0,3,10.4175,0,0.001805920539810382
568,0,3,10.4175,0,0.001805920539810382
569,0,3,10.4175,0,0.001805920539810382
570,0,3,10.4175,0,0.001805920539810382
571,0,3,10.4175,0,0.001805920539810382
572,0,3,10.4175,0,0.001805920539810382
573,0,3,10.4175,1,0.001805920539810382
574,0,3,10.4175,2,0.001805920539810382
